team,passer,recipient,start_x,start_y,end_x,end_y,weight
Netherlands,Georginio Wijnaldum,Micky van de Ven,65.23333333333333,22.633333333333336,62.5,19.433333333333334,3
Netherlands,Georginio Wijnaldum,Nathan Aké,49.9,3.4,36.2,7.2,1
Netherlands,Georginio Wijnaldum,Virgil van Dijk,52.75,29.049999999999997,39.3,31.4,2
Netherlands,Jerdy Schouten,Bart Verbruggen,41.61666666666667,40.11666666666667,16.283333333333335,42.06666666666667,6
Netherlands,Jerdy Schouten,Cody Mathès Gakpo,64.68333333333332,31.95,78.26666666666667,7.266666666666666,6
Netherlands,Jerdy Schouten,Denzel Dumfries,66.85483870967742,55.37419354838709,72.32903225806452,67.28387096774195,31
Netherlands,Jerdy Schouten,Donyell Malen,56.57142857142857,49.92857142857143,67.65714285714286,56.857142857142854,7
Netherlands,Jerdy Schouten,Georginio Wijnaldum,43.1,54.6,35.9,74.2,1
Netherlands,Jerdy Schouten,Jeremie Frimpong,70.3,49.18571428571429,81.57142857142857,63.385714285714286,7
Netherlands,Jerdy Schouten,Joey Veerman,54.988,54.236000000000004,58.028,44.903999999999996,25
Netherlands,Jerdy Schouten,Joshua Zirkzee,64.6,39.4,77.5,47.8,1
Netherlands,Jerdy Schouten,Lutsharel Geertruida,61.7875,33.4625,61.075,48.6875,8
Netherlands,Jerdy Schouten,Memphis Depay,61.65652173913043,48.55652173913043,73.91739130434782,44.1,23
Netherlands,Jerdy Schouten,Micky van de Ven,53.739999999999995,27.560000000000002,56.5,12.42,5
Netherlands,Jerdy Schouten,Nathan Aké,64.06363636363636,43.21818181818182,66.38181818181819,20.0,11
Netherlands,Jerdy Schouten,Stefan de Vrij,60.666666666666664,52.661111111111104,52.8074074074074,57.81666666666666,54
Netherlands,Jerdy Schouten,Steven Bergwijn,72.625,60.475,82.6125,61.725,8
Netherlands,Jerdy Schouten,Tijjani Reijnders,64.77941176470588,48.09117647058823,67.21470588235294,40.35294117647059,34
Netherlands,Jerdy Schouten,Virgil van Dijk,51.541935483870965,48.34838709677419,42.92580645161291,34.190322580645166,31
Netherlands,Jerdy Schouten,Wout Weghorst,61.475,58.9,75.025,49.4,4
Netherlands,Jerdy Schouten,Xavi Simons,62.4361111111111,48.708333333333336,73.55833333333334,48.599999999999994,36
Netherlands,Jeremie Frimpong,Bart Verbruggen,62.4,57.1,34.8,47.7,1
Netherlands,Jeremie Frimpong,Cody Mathès Gakpo,93.30000000000001,32.75,105.05000000000001,24.3,2
Netherlands,Jeremie Frimpong,Denzel Dumfries,76.81428571428572,72.6,62.128571428571426,70.72857142857143,7
Netherlands,Jeremie Frimpong,Jerdy Schouten,71.45,65.39999999999999,66.76666666666667,61.15,6
Netherlands,Jeremie Frimpong,Memphis Depay,21.0,76.3,26.3,70.7,1
Netherlands,Jeremie Frimpong,Stefan de Vrij,62.9,74.65,48.099999999999994,61.55,2
Netherlands,Jeremie Frimpong,Tijjani Reijnders,87.66666666666667,59.46666666666667,83.76666666666667,48.36666666666667,3
Netherlands,Joey Veerman,Bart Verbruggen,34.8,56.55,9.0,43.25,2
